,title,y,upload_date,view_count,query
568,Medalling in all Entered Kaggle Comp | IEEE-CIS Comp 6th Pos Sol | Interview with Dr Philipp Singer,0,2019-11-03,1,kaggle
569,Kaggle Meetup: Fraud Detection,1,2019-11-01,548,kaggle
570,Kaggle for Begginers - Book Review Episode 7,0,2019-10-31,2,kaggle
571,Machine Learning para Competições Kaggle - Curso 1,0,2019-10-31,678,kaggle
572,Kaggle Reading Group: Learning from Dialogue after Deployment | Kaggle,0,2019-10-30,4,kaggle
573,Interview with Kaggle Kernels GM: Shivam Bansal | Chai Time Data Science,0,2019-10-29,470,kaggle
574,Curso Introducción al Machine Learning con Kaggle - [02] - Qué es Kaggle?,0,2019-10-26,944,kaggle
575,Curso Introducción al Machine Learning con Kaggle - [01] - Presentación,0,2019-10-25,1,kaggle
576,Kaggle Live Coding: Data Cleaning for AutoML | Kaggle,1,2019-10-25,2,kaggle
577,How to Use Utility Scripts on Kaggle | Kaggle,0,2019-10-24,2,kaggle
578,Meet the Kaggle Grandmasters - #H2OWorld 2019 NYC,0,2019-10-23,1,kaggle
579,Fall 2019 Kaggle Competition for Applications of Deep Learning (8.5),0,2019-10-21,780,kaggle
580,Kaggle Live Coding: Automatic Machine Learning | Kaggle,0,2019-10-18,3,kaggle
581,Kaggle Reading Group: EfficientNet | Kaggle,0,2019-10-16,5,kaggle
582,"Kaggle InClass Fall 2019 Coming October 21, 2019 will be Natural Language Processing",0,2019-10-16,521,kaggle
583,How to compete in Kaggle with automated machine learning,0,2019-10-13,86,kaggle
584,Kaggle Live Coding: Automating report generation | Kaggle,1,2019-10-11,2,kaggle
585,How to Upload a Dataset to Kaggle | Kaggle,0,2019-10-09,10,kaggle
586,Kaggle Live Coding: Making code modular | Kaggle,0,2019-10-04,1,kaggle
587,Kaggle Reading Group: Deep Learning for Symbolic Mathematics,0,2019-10-02,2,kaggle
588,Kaggle Generative Dog Images — Дмитрий Воробьев,0,2019-10-02,834,kaggle
589,How to Get Started with Kaggle’s Titanic Competition | Kaggle,0,2019-09-30,154,kaggle
590,[Kaggle] Titanic Problem using Excel #14 - sklearn train test split,0,2019-09-25,536,kaggle
591,6 Steps for More Professional Data Science Code | Kaggle,1,2019-09-25,6,kaggle
592,Kaggle Coffee Chat: David Ha | Kaggle,0,2019-09-24,3,kaggle
593,Solving A Kaggle Data Science Project From Scratch,1,2019-09-23,7,kaggle
594,Kaggle Live Coding: Automatically generating reports | Kaggle,1,2019-09-20,2,kaggle
595,Kaggle Predicting Molecular Properties — Andrew Lukyanenko,1,2019-09-19,1,kaggle
596,Kaggle Reading Group: Weight Agnostic Neural Networks (Part 2) | Kaggle,0,2019-09-18,1,kaggle
597,Kaggle Competition- Dengue or Malaria Prediction Using Transfer Learning VGG19,1,2019-09-17,5,kaggle
598,Alexa: Which is the Best Instance to Run Machine Learning Inference? - AWS Online Tech Talks,0,2020-10-26,28,deep+learning
599,AI Chihuahua: Why Machine Learning is Dogged by Failure and Delays - Ian Hellström (D2iQ),0,2020-10-26,2,deep+learning
600,Plant Leaf Disease Recognition Using Deep Learning Approach,1,2020-10-26,2,deep+learning
601,Directions in ML: AutoML & Interpretability: Powering the machine learning revolution in healthcare,1,2020-10-26,258,deep+learning
602,09 Introduction To Deep Learning: Reinforcement Learning,0,2020-10-26,2,deep+learning
603,Introduction to Machine Learning  - AI Master Class series Day 22,0,2020-10-26,4,deep+learning
604,"Waa maxay Artificial Intelligence (AI), Machine Learning (ML) & Deep Learning (DL)",0,2020-10-26,15,deep+learning
605,Solving with AWS Solutions: Predictive Maintenance Using Machine Learning,1,2020-10-26,441,deep+learning
606,Introduction to Machine Learning Solution | Week-6 Assignment Solution | NPTEL Jul-Dec 2020 | NPTEL,0,2020-10-26,3,deep+learning
607,"Convolution padding and stride | Deep Learning Tutorial 25 (Tensorflow2.0, Keras & Python)",0,2020-10-26,318,deep+learning
608,New AI and Machine Learning Research | The Rise of the Data Scientist,0,2020-10-26,19,deep+learning
609,Deep Learning in Simulink,0,2020-10-26,343,deep+learning
610,Swiss Smart Factory Deep Dive: Machine Learning,0,2020-10-26,11,deep+learning
611,Deep Learning 1,0,2020-10-26,3,deep+learning
612,02 Introduction To Deep Learning:  How Artificial Intelligence Works,0,2020-10-26,1,deep+learning
613,Uncovering Opportunities: How Finance Executives Can Use Machine Learning To Gain A Leading Edge,1,2020-10-26,1,deep+learning
614,Certified Deep Learning Engineer - Capstone Project,0,2020-10-26,3,deep+learning
615,Deep Learning - NPTEL || WEEK 6 ASSIGNMENT SOLUTION ||,0,2020-10-26,21,deep+learning
616,"Deep Learning - 2.1.2.1 - Regularization, Why regularization reduces overfitting",0,2020-10-26,3,deep+learning
617,Learn Machine Learning with Python,0,2020-10-26,1,deep+learning
618,Deep Learning,0,2020-10-26,3,deep+learning
619,Machine Learning Applications in Antenna Design,1,2020-10-26,275,deep+learning
620,Classify Scanned and fully text PDF document In Machine Learning - Demo,0,2020-10-26,51,deep+learning
621,"Курс ""Deep Learning"" с лектор Йордан Даракчиев",0,2020-10-26,82,deep+learning
622,"MUST KNOW Time Series Analysis in Statistics and Machine Learning [ARIMA, LSTM, MLSTM-FCN, Finance]",1,2020-10-25,73,deep+learning
623,Machine learning free Udemy Certificate Course | Deep learning free certificate Course #shorts,0,2020-10-25,1,deep+learning
624,7. Deep Learning Tutorial (Bengali) | Data Augmentation in CNN & Deep Learning | Data Science Course,0,2020-10-25,39,deep+learning
625,TESLA Stock Price Prediction Deep Learning Trailer. Soon...,1,2020-10-25,224,deep+learning
626,siam single object detection and tracking deep learning in chennai malls,0,2020-10-25,3,deep+learning
627,Machine Learning Models- Weekly Session Live,0,2020-10-24,260,deep+learning
628,"Difference between Artificial Intelligence, Machine Learning, Deep learning and Data Science",0,2020-10-24,110,deep+learning
629,Deep Learning Cloud with Filecoin,0,2020-10-24,1,deep+learning
630,Julio Adolfo Zucon Trecenti - Introdução ao Deep Learning com R Palestra,0,2020-10-24,630,deep+learning
631,What is Deep Learning ?,0,2020-10-24,162,deep+learning
632,Jannik Zürn - Deep Learning for CFD & Robotics | Podcast #19,1,2020-10-24,236,deep+learning
633,Day 4 | Pantech Learnathon on Python for Machine Learning | Panimalar Institute of Technology,0,2020-10-24,716,deep+learning
634,Hands on Data Analysis and Machine Learning in Tensorflow Day:1,0,2020-10-24,179,deep+learning
635,Image classification using CNN (CIFAR10 dataset) | Deep Learning Tutorial 24 (Tensorflow & Python),0,2020-10-24,2,deep+learning
636,Tutorial 1- Introduction To Julia Programming  Language For Machine Learning,0,2020-10-24,6,deep+learning
637,Universal Approximation Theorem: Why does Deep Learning work?,0,2020-10-24,17,deep+learning
638,Deep Learning- Handwritten Digits Recognition Tutorial | Tensorflow | CNN | for beginners,0,2020-10-24,12,deep+learning
639,Convolution Neural  Network | ExcelR Everyday Learning | Simplifying AI & Deep Learning,0,2020-10-23,231,deep+learning
640,#TWIMLfest: Fundamentals of Medical Image Processing for Deep Learning,1,2020-10-23,129,deep+learning
641,Workflows for Data Scientists and Machine Learning #MLOps,0,2020-10-23,654,deep+learning
642,"Magnimind Academy - Educating curiosity! - (Data Science, Machine Learning, AI, Python Bootcamp)",0,2020-10-23,12,deep+learning
643,🎥Udemy -Data Science and Machine Learning in Python Review[English],0,2020-10-23,41,deep+learning
644,Introdução à Machine Learning com Weka,0,2020-10-23,117,deep+learning
645,"TensorDash- How To Monitor Your Deep Learning Model Metrics, Loss, Accuracy Using Mobile App",0,2020-10-23,2,deep+learning
646,"Do the word AI, Machine Learning, Deep Learning Tickle your Intellectual Hunger?",0,2020-10-23,12,deep+learning
647,Machine learning course | How ML works? | Types | Algorithm | Theoretical concept into program,0,2020-10-23,41,deep+learning
648,NeurIPS 2020: Probabilistic Linear Solvers for Machine Learning,0,2020-10-23,169,deep+learning
649,Python Machine Learning Course 2021 - Lists in Python & Python List Functions || Python List Methods,0,2020-10-23,135,deep+learning
650,Machine Learning in Environmental Science and Prediction: An Overview | AISC,1,2020-10-22,124,deep+learning
651,How to build a machine learning model - Complete guide for your first data science project,0,2020-10-22,103,deep+learning
652,Deep Learning for Text Analysis with BERT,1,2020-10-22,117,deep+learning
653,Deep Learning - Lecture 2.1,0,2020-10-22,88,deep+learning
654,22. Regulation of Machine Learning / Artificial Intelligence in the US,0,2020-10-22,535,deep+learning
655,13. Machine Learning for Mammography,1,2020-10-22,81,deep+learning
656,The role of Artificial Intelligence and Machine Learning (AI/ML) in the 6G design and operation,0,2020-10-22,52,deep+learning
657,Smart Expense Management using Machine Learning,0,2020-10-22,130,deep+learning
658,Python Machine Learning for Beginners (data types and variables) | TensorFlow Lite Android Tutorial,0,2020-10-22,164,deep+learning
659,169 - Deep Learning made easy with AutoKeras,0,2020-10-22,369,deep+learning
660,Kaggle Mini Courses - Intermediate Machine Learning,0,2020-10-21,52,deep+learning
661,Kartik Chaudhari on Applying Machine Learning in Industry | The Tech Ketchup Show 07,0,2020-10-21,186,deep+learning
662,Practical Deep Learning for Coders - Full Course from fast.ai and Jeremy Howard,0,2020-10-21,43,deep+learning
663,Object Detection on Lidar Point Clouds Using Deep Learning,1,2020-10-21,1,deep+learning
664,Using machine learning to understand housing energy efficiency | Office for National Statistics,1,2020-10-21,57,deep+learning
665,Applied Machine Learning Full Course with 4 Industry Data Science Projects [plus Notebooks + Data]!!,0,2020-10-21,1,deep+learning
666,#TWIMLfest: Deep Learning in Medical Imaging,1,2020-10-21,181,deep+learning
667,Practical Machine Learning with Tensorflow - NPTEL || WEEK 5 ASSIGNMENT SOLUTION ||,0,2020-10-20,315,deep+learning
668,Introduction to Machine Learning Solution | Week-5 Assignment Solution | NPTEL Jul-Dec 2020 | NPTEL,0,2020-10-20,140,deep+learning
669,Thelio Mega - Machine Learning for Weather Prediction,1,2020-10-20,741,deep+learning
670,Convolutional Neural Networks | ExcelR everyday learning | Simplifying AI and Deep Learning,0,2020-10-20,493,deep+learning
671,Predict iPhone Price Using Machine Learning (Python),1,2020-10-20,3,deep+learning
672,Wine Quality Test Using Machine Learning | Data Science For Beginners | Great Learning,0,2020-10-20,2,deep+learning
673,Machine Learning for Aerodynamics - Deep Learning & Neural Networks applied to CFD simulations,1,2020-10-20,1,deep+learning
674,NPTEL Deep Learning Week 5 Quiz Assignment Solutions and Answers || August 2020 || Swayam,0,2020-10-20,323,deep+learning
675,"Using System76 Laptop for Deep Learning, An Update!",0,2020-10-19,3,deep+learning
676,NPTEL  Introduction to Machine Learning Week 5 Assignment Solutions | Swayam 2020,0,2020-10-19,1,deep+learning
677,Xgboost Regression In-Depth Intuition Explained- Machine Learning Algorithms 🔥🔥🔥🔥,0,2020-10-19,3,deep+learning
678,Deep Learning Dev Con - 29th -30th Oct - Speakers Announced,0,2020-10-19,259,deep+learning
679,NPTEL Introduction to Machine Learning WEEK - 5 Assignment Answer | JUL - DEC 2020 | Mr Hackyy,0,2020-10-19,400,deep+learning
680,Data Science vs Machine Learning – What's The Difference | Data Science Tutorial | Simplilearn,0,2020-10-18,3,deep+learning
681,Interview Prep Day 6-How To Learn Machine Learning Algorithms For Interviews-Random Forest Algo🔥🔥🔥🔥,0,2020-10-17,2,deep+learning
682,How to learn deep learning? (Transformers Example),0,2020-10-17,1,deep+learning
683,ExcelR's Everyday Learning| Master Machine Learning in 11Hrs,0,2020-10-17,535,deep+learning
684,How to Prepare For Deep Learning Interviews- Important Interview Questions in ANN-Part 1🔥🔥🔥🔥,1,2020-10-17,2,deep+learning
685,"AI vs ML vs Deep Learning | Difference between AI, ML and DL | AI-ML Training | Edureka",0,2020-10-16,4,deep+learning
686,Deep learning Using TensorFlow In Python | Tensorflow Tutorial | AI-ML Training | Edureka | Live - 3,0,2020-10-16,4,deep+learning
687,Deep Learning - Lecture 1.1,0,2020-10-15,877,deep+learning
688,Improving Tuberculosis Monitoring with Deep Learning,1,2020-10-12,4,deep+learning
689,A Beginner's Overview of Real World Deep Learning Applications in Computer Vision and NLP,0,2020-10-12,20,deep+learning
690,"useR! 2020: Deep Learning with Keras and TensorFlow (S. Elsinghorst), tutorial",0,2020-10-11,1,deep+learning
691,Which NVIDIA GPU Should you get for Deep Learning as of October 2020,0,2020-10-07,3,deep+learning
692,Complete Roadmap for Machine Learning || Noob to Advanced || ML 2020,0,2020-10-07,85,deep+learning
693,Complete Road Map To Prepare For Deep Learning🔥🔥🔥🔥,0,2020-10-01,14,deep+learning
694,GANs for Good- A Virtual Expert Panel by DeepLearning.AI,1,2020-09-30,83,deep+learning
695,Machine learning without code in the browser,0,2020-09-29,97,deep+learning
696,Old Photo Restoration Using Deep Learning | 2020 Novel Approach Explained & Results,1,2020-09-26,2,deep+learning
697,Artificial intelligence vs deep learning vs machine learning in telugu,0,2020-09-24,157,deep+learning
698,Handling imbalanced dataset in machine learning | Deep Learning Tutorial 21 (Tensorflow2.0 & Python),0,2020-09-24,2,deep+learning
699,"Gradient Flow Snapshot #20: Deep Learning for navigation,  Accelerating NLP model tuning, Legacy IT",1,2020-09-18,883,deep+learning
700,What is Keras | Complete explanation of Keras Deep Learning API | Deep Learning,0,2020-09-18,159,deep+learning
701,Deep Learning Interview Questions And Answers | AI & Deep Learning Interview Questions | Intellipaat,1,2020-09-14,1,deep+learning
702,How I'd start learning machine learning again (3 years in),0,2020-09-12,37,deep+learning
703,Automatic Number Plate Recognition (ANPR/ALPR) system using deep learning to monitor 6-lane highway,1,2020-09-09,480,deep+learning
704,"Precision, Recall, F1 score, True Positive|Deep Learning Tutorial 19 (Tensorflow2.0, Keras & Python)",0,2020-09-08,2,deep+learning
705,How To Train Deep Learning Models In Google Colab- Must For Everyone,0,2020-09-06,11,deep+learning
706,Building a Deep Learning PC,0,2020-09-06,10,deep+learning
707,"Feature-based, Direct, and Deep Learning Methods of Visual Odometry",0,2020-09-04,421,deep+learning
708,How to convert PDFs to audiobooks with machine learning,0,2020-09-01,314,deep+learning
709,DeepSORT - DEEP LEARNING applied to OBJECT TRACKING,1,2020-08-31,3,deep+learning
710,What's the difference between machine learning and deep learning?,0,2020-08-28,70,deep+learning
711,"Live- Attention Models, Transformers And Bert In depth Intuition Deep Learning- Part 2",1,2020-08-26,8,deep+learning
712,Künstliche Intelligenz vs. Machine Learning vs. Deep Learning | #KI,0,2020-08-25,9,deep+learning
713,What is Deep Java Library(DJL) - Deep Learning Toolkit for Java Developers,0,2020-08-24,174,deep+learning
714,ECCV 2020 Tutorial on Adversarial Robustness of Deep Learning Models by Pin-Yu Chen (IBM Research),0,2020-08-23,400,deep+learning
715,"The Neural Network, A Visual Introduction | Visualizing Deep Learning, Chapter 1",0,2020-08-23,73,deep+learning
716,"Webinar on Recent Trends in Machine Learning and Deep Learning August 19-21, 2020 About the Webinar",0,2020-08-23,146,deep+learning
717,Lesson 8 - Deep Learning for Coders (2020),0,2020-08-21,8,deep+learning
718,Lesson 1 - Deep Learning for Coders (2020),0,2020-08-21,86,deep+learning
719,Lesson 3 - Deep Learning for Coders (2020),0,2020-08-21,19,deep+learning
720,Lesson 2 - Deep Learning for Coders (2020),0,2020-08-21,33,deep+learning
721,Building 3500$ Deep Learning Workstation | Deep Learning PC build From Scratch,0,2020-08-20,9,deep+learning
722,Deep Learning PC Build 2020 (illustrating each part),0,2020-08-20,1,deep+learning
723,Finally Built My Deep Learning And Gaming Workstation With Nvidia Titan RTX GPU 🔥🔥🔥🔥🔥- It's A Beast🔥,0,2020-08-19,17,deep+learning
724,10 Activation Functions in 10 Minutes | Basics of Neural Network | Deep Learning | Streamlit,0,2020-08-16,699,deep+learning
725,"Explained : Differences between Artificial Intelligence, Machine Learning,Deep Learning,Data Science",0,2020-08-15,577,deep+learning
726,Deep Learning-Based Cough Recognition Model Helps Detect Location of Coughing Sounds in Real Time​,1,2020-08-14,1,deep+learning
727,"What's the Difference Between AI, Machine Learning, and Deep Learning?",0,2020-08-10,393,deep+learning
728,Lecture 1: Introduction to Deep Learning for Computer Vision,0,2020-08-10,22,deep+learning
729,Defect Detection with Cognex Deep Learning,1,2020-08-06,1,deep+learning
730,Is this still the best book on Machine Learning?,0,2020-08-05,111,deep+learning
731,PC build for Programmers | Deep learning and Android studio PC build,0,2020-08-01,22,deep+learning
732,What Is Deep Learning (The Rise of Artificial Intelligence),0,2020-08-01,3,deep+learning
733,Deep Learning Crash Course for Beginners,0,2020-07-30,53,deep+learning
734,ARTIFICIAL INTELLIGENCE vs MACHINE LEARNING vs DEEP LEARNING | Machine Learning with Python,0,2020-07-30,10,deep+learning
735,Break into NLP hosted by deeplearning.ai,0,2020-07-29,31,deep+learning
736,Deep Learning: Beyond the Hype,0,2020-07-28,12,deep+learning
737,TensorFlow 2.0 Tutorial For Beginners | TensorFlow Demo | Deep Learning & TensorFlow | Simplilearn,0,2020-07-27,5,deep+learning
738,Webinar 10 - Machine Learning & Deep Learning Applications In Astronomy & Biology,0,2020-07-20,97,deep+learning
739,"Gradient Flow Snapshot #11: Cost-effective Data Platforms, Deep Learning & NLP , Data Science Skills",0,2020-07-17,630,deep+learning
740,"Pytorch vs Tensorflow vs Keras | Deep Learning Tutorial 6 (Tensorflow Tutorial, Keras & Python)",0,2020-07-17,9,deep+learning
741,How to build a PC for Deep Learning (on a budget)?,0,2020-07-17,2,deep+learning
742,Entry-level Deep Learning PC Build for Programmers - Kompyuter Talyer Series,0,2020-07-16,66,deep+learning
743,"Install tensorflow 2.0 | Deep Learning Tutorial 5 (Tensorflow Tutorial, Keras & Python)",0,2020-07-16,9,deep+learning
744,Text Classification Explained | Sentiment Analysis Example | Deep Learning Applications | Edureka,1,2020-07-14,2,deep+learning
745,Can AI make me a better athlete? | Using machine learning to analyze penalty kicks,1,2020-07-14,11,deep+learning
746,Sergey Levine: Robotics and Machine Learning | Lex Fridman Podcast #108,0,2020-07-14,58,deep+learning
747,"What is a neuron? | Deep Learning Tutorial 3 (Tensorflow Tutorial, Keras & Python)",0,2020-07-13,9,deep+learning
748,Coursera: AI For Everyone Quiz Answers | AI For Everyone Assignment Solutions| Deeplearning.ai,0,2020-07-12,5,deep+learning
749,2020 Machine Learning Roadmap,0,2020-07-12,299,deep+learning
750,"Introduction | Deep Learning Tutorial 1 (Tensorflow Tutorial, Keras & Python)",0,2020-07-11,20,deep+learning
751,How to extract text from images using EasyOCR Python Library (Deep Learning),1,2020-07-10,5,deep+learning
752,Neural Networks and Deep Learning Coursera Quiz Answers and Assignments Solutions | Deeplearning.ai,0,2020-07-10,7,deep+learning
753,How to train a deep learning model using docker?,1,2020-07-09,6,deep+learning
754,Solution for Live Hackathon on Hackerearth | Identify Dance Form using Deep Learning - Part 3,0,2020-07-04,462,deep+learning
755,Deep Learning of Dynamics and Coordinates with SINDy Autoencoders,1,2020-07-03,15,deep+learning
756,How to Cartoon Yourself using Deep Learning,1,2020-07-03,6,deep+learning
757,I show 16-inch MacBook Pro's real-world performance on MACHINE LEARNING algorithms,0,2020-06-30,8,deep+learning
758,PIRC -  Deep Learning based MPPT controller for  200 W Photovoltaic system,1,2020-07-11,182,deep+learning
759,SIGNATURE VERIFICATION SYSTEM USING DEEP LEARNING,1,2020-07-10,130,deep+learning
760,Deep Learning with PyTorch Live Course - GANs for Image Generation (Part 6 of 6),0,2020-06-27,28,deep+learning
761,Build your own Deep learning Machine - What you need to know,0,2020-06-26,22,deep+learning
762,Slopes of Machine Learning - Computerphile,0,2020-06-26,64,deep+learning
763,1. Artificial Intelligence and Machine Learning,0,2020-06-25,78,deep+learning
764,Discovering Symbolic Models from Deep Learning with Inductive Biases (Paper Explained),0,2020-06-25,20,deep+learning
765,Scikit-Learn Course - Machine Learning in Python Tutorial,0,2020-06-23,64,deep+learning
766,DeepMind x UCL | Deep Learning Lectures | 10/12 |  Unsupervised Representation Learning,1,2020-06-22,10,deep+learning
767,Building 3D deep learning models with PyTorch3D,0,2020-06-14,8,deep+learning
768,Deep Learning with PyTorch Live Course - Image Classification with CNNs (Part 4 of 6),0,2020-06-13,30,deep+learning
769,Chat Bot With PyTorch - NLP And Deep Learning - Python Tutorial (Part 1),1,2020-06-08,18,deep+learning
770,Top 10 Machine Learning Algorithms in 2020 | Learn ML in 2020 | Machine Learning Training | Edureka,0,2020-06-06,17,deep+learning
771,Deep Learning - L00 Apresentação do curso de Deep Learning,0,2020-06-04,1,deep+learning
772,Build a machine learning node for Node-RED using TensorFlow.js,0,2020-06-04,4,deep+learning
773,Best Laptop For Machine Learning & Deep Learning |Best Laptop For Machine Learning 2020 |Simplilearn,0,2020-06-03,17,deep+learning
774,"Object Detection using Python, OpenCV and Deep Learning",1,2020-06-01,12,deep+learning
775,DeepMind x UCL | Deep Learning Lectures | 3/12 | Convolutional Neural Networks for Image Recognition,0,2020-06-01,23,deep+learning
776,DeepMind x UCL | Deep Learning Lectures | 6/12 | Sequences and Recurrent Networks,0,2020-06-01,23,deep+learning
777,DeepMind x UCL | Deep Learning Lectures | 2/12 |  Neural Networks Foundations,0,2020-06-01,39,deep+learning
778,DeepMind x UCL | Deep Learning Lectures | 1/12 | Intro to Machine Learning & AI,0,2020-06-01,144,deep+learning
779,DeepMind x UCL | Deep Learning Lectures | 5/12 |  Optimization for Machine Learning,0,2020-06-01,16,deep+learning
780,Learn Machine Learning and Artificial Intelligence Course Full Online | ML and AI Course,0,2020-05-31,21,deep+learning
781,Machine Learning Project | Python Machine Learning | Intellipaat,0,2020-05-31,4,deep+learning
782,Detecting Skin Cancer (Melanoma) With Deep Learning,1,2020-05-31,14,deep+learning
783,Machine Learning Foundations: Ep #7 - Image augmentation and overfitting,0,2020-05-27,10,deep+learning
784,Top Deep Learning Algorithms You Should Know About | Deep Learning Algorithms Explained |Simplilearn,0,2020-05-27,7,deep+learning
785,Machine Learning Projects in Python | Deep Learning | Opencv | Final Year Projects,0,2020-05-26,9,deep+learning
786,Stock Price Prediction And Forecasting Using Stacked LSTM- Deep Learning,1,2020-05-25,44,deep+learning
787,"Deep Learning with PyTorch Live Course - Tensors, Gradient Descent & Linear Regression (Part 1 of 6)",0,2020-05-23,109,deep+learning
788,Machine Learning Foundations: Ep #6 - Convolutional cats and dogs,0,2020-05-23,12,deep+learning
789,The Deep Learning Revolution,0,2020-05-21,3,deep+learning
790,Creating a Game with Learning AI in Unity! (Tutorial / Machine Learning),0,2020-05-20,62,deep+learning
791,Machine Learning Foundations: Ep #5 - Classifying real-world images,0,2020-05-20,14,deep+learning
792,Machine Learning Foundations: Ep #4 - Coding with Convolutional Neural Networks,0,2020-05-16,18,deep+learning
793,Artificial Intelligence Machine Learning Deep Learning PPT PowerPoint Presentation Slide Templates,0,2020-05-13,223,deep+learning
794,Dawn Song: Adversarial Machine Learning and Computer Security | Lex Fridman Podcast #95,0,2020-05-12,43,deep+learning
795,Top 10 Machine Learning Projects | Machine Learning Projects For Beginners | Simplilearn,0,2020-05-12,15,deep+learning
796,Stock Prediction using Machine Learning and Python | Machine Learning Training | Edureka,1,2020-04-24,61,deep+learning
797,"Intro to Deep Learning -- Student Presentations, Day 1 [Stat453, SS20]",0,2020-04-23,1,deep+learning
798,In-Sight D900 Deep Learning Vision System,0,2020-04-20,6,deep+learning
799,Deep Learning 60:  Architecture of Graph Neural Network,0,2020-04-18,4,deep+learning
800,Machine Learning Course | Learn Machine Learning | Machine Learning Tutorial | Intellipaat,0,2020-04-17,320,deep+learning
801,How to Code a Deep Learning Model in TensorFlow.js,0,2020-04-17,2,deep+learning
802,Lecture 14 - Expectation-Maximization Algorithms | Stanford CS229: Machine Learning (Autumn 2018),0,2020-04-17,16,deep+learning
803,Lecture 11 - Introduction to Neural Networks | Stanford CS229: Machine Learning (Autumn 2018),0,2020-04-17,20,deep+learning
804,Lecture 6 - Support Vector Machines | Stanford CS229: Machine Learning (Autumn 2018),0,2020-04-17,26,deep+learning
805,Lecture 7 - Kernels | Stanford CS229: Machine Learning (Autumn 2018),0,2020-04-17,18,deep+learning
806,"Lecture 8 - Data Splits, Models & Cross-Validation | Stanford CS229: Machine Learning (Autumn 2018)",0,2020-04-17,13,deep+learning
807,Lecture 4 - Perceptron & Generalized Linear Model | Stanford CS229: Machine Learning (Autumn 2018),0,2020-04-17,36,deep+learning
808,Lecture 3 - Locally Weighted & Logistic Regression | Stanford CS229: Machine Learning (Autumn 2018),0,2020-04-17,61,deep+learning
809,Lecture 2 - Linear Regression and Gradient Descent | Stanford CS229: Machine Learning (Autumn 2018),0,2020-04-17,156,deep+learning
810,Lecture 1 - Welcome | Stanford CS229: Machine Learning (Autumn 2018),0,2020-04-17,407,deep+learning
811,Machine Learning in Hindi | Machine Learning Tutorial in Hindi | Python for Machine Learning | 2020,0,2020-04-16,138,deep+learning
812,Introduction to Convolutional Neural Networks(CNN) With TensorFlow | Edureka | Deep Learning Live -1,0,2020-04-14,3,deep+learning
813,Machine Learning for Scent | MIT 6.S191,0,2020-04-10,24,deep+learning
814,Deep learning Tutorial | Deep learning Full Course 2020 |  Complete Deep Learning for Beginners,0,2020-04-06,40,deep+learning
815,Data Science Project- Credit Card Fraud Detection using Machine Learning | Python Training |Edureka,1,2020-04-03,17,deep+learning
816,"Khác nhau giữa trí tuệ nhân tạo (AI), Machine Learning và Deep Learning |Tri thức nhân loại",0,2020-04-01,34,deep+learning
817,Deep Learning Chatbot R&D,1,2020-03-31,41,deep+learning
818,Don't learn machine learning,0,2020-03-29,162,deep+learning
819,COVID - 19 Outbreak Prediction using Machine Learning | Machine Learning Training | Edureka,1,2020-03-29,86,deep+learning
820,"Pete Daykin, Wordnerds - AI, Paradigm Shifts and Deep Learning",0,2020-03-27,1,deep+learning
821,CSE - Artificial Intelligence & Machine Learning -Best Colleges | Top Jobs | Salary Trends,0,2020-03-24,47,deep+learning
822,Most Popular Machine Learning Libraries | 2013-2019,0,2020-03-22,95,deep+learning
823,Coronavirus Outbreak Prediction Using Machine Learning | Predicted vs Actual | Simplilearn,1,2020-03-18,89,deep+learning
824,Tutorial 33-  Installing Cuda Toolkit And cuDNN For Deep Learning,0,2020-03-15,21,deep+learning
825,Deep Learning New Frontiers | MIT 6.S191,0,2020-03-13,91,deep+learning
826,10 Machine Learning & Deep Learning Project Ideas for Resume | For a B.Tech Student | Prateek Narang,1,2020-03-13,43,deep+learning
827,#1 Apprendre le Deep learning avec Tensorflow - Part 1 - C'est quoi le Deep Learning ?,0,2020-03-09,4,deep+learning
828,The Role of AI and Machine Learning in Mechanical Engineering,0,2020-03-05,24,deep+learning
829,"Facebook Ads Machine Learning: Smarter Than a Seasoned Media Buyer? | Savannah Sanchez, AWasia 2019",1,2020-03-01,23,deep+learning
830,5 VERY COOL open source machine learning projects,1,2020-02-28,13,deep+learning
831,How to get machine learning jobs? | Technical Skills Required to Become a Machine Learning Engineer,1,2020-02-28,8,deep+learning
832,$25000 Deep Learning Workstation liquidcooling build,0,2020-02-28,371,deep+learning
833,Life as an AI Researcher & Machine Learning Engineer | Technology | J.P. Morgan,0,2020-02-27,364,deep+learning
834,"Week 1 – Lecture: History, motivation, and evolution of Deep Learning",0,2020-02-23,51,deep+learning
835,Andrew Ng: Advice on Getting Started in Deep Learning | AI Podcast Clips,0,2020-02-21,50,deep+learning
836,"Andrew Ng: Deep Learning, Education, and Real-World AI | Lex Fridman Podcast #73",0,2020-02-20,177,deep+learning
837,Coronavirus Deep Learning Competition,1,2020-02-17,80,deep+learning
838,What Are GANs? | Generative Adversarial Networks Explained | Deep Learning With Python | Edureka,1,2020-02-16,33,deep+learning
839,Complete Statistical Theory of Learning (Vladimir Vapnik) | MIT Deep Learning Series,0,2020-02-15,39,deep+learning
840,Machine Learning with Python | Machine Learning Tutorial for Beginners | Machine Learning Tutorial,0,2020-02-13,594,deep+learning
841,Cheapest Deep Learning PC in 2020,0,2020-02-10,77,deep+learning
